Kupreichik, Viktor D
Chick, E.
Peters, Toon
Van der Linde, M.
Diker, Michael
Marovic
Van der Poel, Henk
Wall
Nalum, T.
Kovacevic
Tamborini
Jenal, Juerg
Deep Thought
Rugg, R.
Ochoa De Echaguen, Francisco Javier
Borghi, Humberto
Fuster, Geza
Lein, A.
Palacios
Rhodes, R.
Jensen, Niels
Bischoff
Saverymuttu, Seth
Poutiainen, Pertti
Bain, Mary
Tomic, Dragoslav
Stern, Adolf
Deutsch, Anthony
Shabalov, A.
Petrov, N.
Pantos, Nenad
Perenyi, Bela
Gurevich, V.
Gunawan, R.
Vainerman, Igor
Neverov, Valeriy
Scholz, G.
Kramer, A.
Rodriguez Gonzalez
Filipowicz, A.
Roese, Oliver
Feick, Stefan
Mudelsee, Manfred, Dr.
Klarenbeek, Hans
Erlbech
Weidemann, J.
Pfeiffer, P.
Storm, Roland
Tyrtania, Maximilian
Boog, Alexandre
Venalainen, Unto E.
Radulov, I.
Benesch, Heribert
Lombard, Andre
Freyre Forest, Jorge
Semeniuk, Alexander A
Lalic, Susan K
Sand, Peter
Jackson, Sheila
Hennigan, Michael T
Guliev
Maljutin, Evgeni
Paronian, A.
Sorensen, Jan
Huda, Rehan
Safin, S.
Osolinsh
Van der Weide, Piet
Chiarelli, Joseph
Kohn, Friedrich
Zhuhovicky, S.
Dobrich, Walter
Posner
Hepner
Govoni, Fausto
Levy, D.
Destrebecq, F.
Marcowka, B.
Plesset, Kiven
Alburt, Lev
Pergericht, Daniel
Dickenson, Neil F
Kinnmark, Ove
Zuk, Robert D.
Iclicki, Willy
Banks, Derek
Drescher, Karl Heinz
Syre, Uwe Karsten
Fernandez Garcia, Jose Luis
Maric, Rudolf
Kovacs, Laszlo M
Onat, Ilhan
Braun, Gottfried, Dr.
Biriescu, Ioan
Montero Martinez, Cristhian
Parameswaran, Tiruchi N.
Dounia
Slutzky, Leonid
Sofrevski, Jovan
Grefe, John A
Radev, Nikola
Boehlig, Heinz, Dr.
Southall, Andy
Sapis, Witalis
Borkowski, Franciszek
Nun, Josef
Ghizdavu, Dumitru
Fernandes, A.
Patelli, Alessandro
Ivanovic
Ignatiev, Felix N
Mukhin, Evgeny B
Champion, Walter
Campos
Przewoznik
Klustra, D.
Leblanc, Michael
Rothman, Matthew
Salyas, Bob
Castle
Zilberstein, D.
Seltzer, Robert
Becker, Michael2
Vooremaa, Andres
Andreopoulas
Perlmutter, Michael
Palacios Lanza, Antonio
Jordan, W.
Levin
Hains, Jonathan G
Sarkisian Drew J.
Daudzavardis
Conway, Henry Seymour
Chandler, Walter Robert
Hamilton, Douglas G
Hull, Lee
Henke, W.
Gaudino, M.
Abroschin
Freidl, Alfred
Van Eijbergen, J.
Kutkowitz, Victor
Gibbons, John
Greenberg, David
Berube, Dave
Bienenstock, Michael
Oakley, Bob
Magdits, Frank
Huntington, Robert
Zilberstein, Valery I
Notaros, Krasoje
Petty, Kirk D
Gedevanishvili, Dmitry
Fernandez Garcia, J
Dreese, Michael
Lengyel
Toshkov, Tihomir
Prschibyl
Odeev, Handszar
Obukhov, A.
Mugerman, E.
Khmelnitsky
Mentov
Billah, N.
Ziska, Bogi
Topakian, Raffi
Muller, O.
Von Herrmann, U.
Straka,V
Mager, Denis
Reimanis, Ritvars
Mehmeti, Dritan
Sahidi, Samir
Krsnik Cohar, Ivan Vihor
Demidov, Mikhail
Burke, John M
Garifullina, Leya
Loiseau, Quentin
Saduakassova, Dinara
Shahaliyev, Ismayil
Flores Quillas, Diego Saul Rodri
Gallevci, Yagiz
Kirsch, Laurent
Daggupati, Balaji
Bouget, Alexandre
De Vries, Leon
Razanadrakotoarisoa, Toavina
Kachkachishvili, Lasha
Muradli, Mahammad
Lozano,N
Babiy, Igor
Papasimakopoulos, Alexandros
Gavriel, Tryfon C
Atakishiyev, Elmar
Liyanage, Ranindu Dilshan
Aliavdin, Nikolai
Lamaze, Simon
Atabayev, Saparmyrat
Bazarov, Konstantin
Janaszak, Dawid
Grigorov, Grigor
Yeke, Serkan
Drozdowski,K
Daeschler, Florian
Piliposyan, Robert
Vastrukhin, Oleg
Lavrov,Ma1
Piesik, Piotr
Anisimov,P2
Krzyzanowski,M
Heinemann, Josefine
Gonda, Laszlo
Popovic, Milan S
Sturt, Raven
Gasimov, Parviz
Raahul V S
Baglan,E
Sharma Isha
Kaasen, Tor Fredrik
Vajdic, Nikola
Davtyan, Artur
Hasanzade, Toghrul
Ristic, Luka
Mussanti, Diego
Macias Pino, Diego
Kovacs,Ga2
Ardiani,Fabio
Rodrigo Yanguas, Maria
Loncharic, Esteban
Ferster, Fabian
Vovk, Orest
Espinosa Aranda, Angel
Masague Artero, Guerau
Emir, Doruk
Maugenest, Ghislain
Firouzja, Mohammadreza
Nandhidhaa, P V
Neelash Saha
Salemgareev, Tagir
Kostenko, Petr
McClement, Andrew
Mieles Palau, Daniel
Ramirez Garrastacho, Manuel
Gavrilescu, David
Triapishko, Alexandr
Gschnitzer, Oswald, Dr.
Pinero Fernandez, Xavier
Sahin,Oz
Cvitan, Ena
Grill, Bernd
Richter, Nils
Maltsevskaya, Aleksandra
Janzelj, Tim
Domingo Nunez, Ruben
De Oliveira, Gustavo Alfredo Bue
Bentancor, Franco
Klimenko, Sergey
Manzone, Alessandro
Salazar Salinas, Rodrigo
Soria Milet, Juan Manuel
Matsuura, Frederico
Jackson, Carl
O'Gorman,Tom
O`Gorman, Tom
Carroll, Peter
Clarke,B
Bellia,F
Mazzamuto, Nicola
Krizsany,L jr
Willemze, Thomas
Terentiev,S
Rosen,E
Batsuren, Dambasuren
Nie, Xinyang
Xu, Yi
Van Osch, Mees
Nassr,A
Zajogin, Alexander
Othman, A. Moussa
Veiga, Jose Francisco R P Neves
Fauth, Dietmar, Dr.
Jimenez Garcia, Emmanuel
Tran, Thanh Tu
Sanchez Alvarez, Roberto Carlos
Amezcua Luria, Jesus
Ahmed,Abdu
Carbonell Sancho, Marc
Esplugas Esteve,V1
Pimpalkhare Vedant
Martin Barcelo, Carles
Panelo Munoz, Marcelo A.
Dougherty, Michael
Krallis, Christos
Runic, Zoran
Zlatanovic, Boroljub
Arias,M
Pavlidis, Anastasios
Pauwels, Xander
Serikbay, Assel
Ramoutar, Alan-Safar
Horvath,Zs
Tomic, Aleksandar
Alexakis, Dimitris
Yilmazyerli, Mert
Balaban-Voia, Alexandru
Tadic, Stefan
Radusinovic, Lazar
Winkel, Peter
Herczeg, Marcell
Gurel, Ediz
Vojta, Tomas
Pasko, Llambi
Muthaiah AL
Molenda,Marcin
Neumann, Filip
Vlachos, Anatole
Moreby, James
Iglesias, Yosha
Navrotescu, Andreea
Dishman, Stephen
Seemann, Jakub
Jones, Steven A
Ismail, Mohammed Aayan
Samunenkov, Ihor
Derakhshani, Borna
Fromm, Marius
Rida, Ruqayyah
Shafi, Declan
Granat, Russell G
Sefton, Adam
Dieu, Bruno
Herrera Ortiz, Miguel
Tallaksen, Levi Andre
Pourquet, Matthieu
Rohith Krishna S
Stearman, Josiah
Pardo Simon, Leticia
Remolar Gallen, Jose
Montero Olmos, Javier
Mangues Rubia, Alex
Ortin Blanco, Inigo
Romero Pallares, Daniel
Ereza Vizcarra, Fernando
Funes Ostos, Aitor
Mueller, Magnus
Motos Abellan, Daniel
Madina Yadarola,M1
Nedelcu, Teodor-Cosmin
Guo, Arthur
Suarez Gomez, Julio
Sanchez Lopez, Alejandro
Mushini Ajay
Advaitt Srikant Koduri
Fodor,B
Stamenkovic,A
Manko, Mariia
Woodward, Andy
Domalchuk-Jonasson, Aleksandr
Spasic, Petar
Sahithi Varshini M
Mayank Chakraborty
Petrov, Marian
Itgelt, Khuyagtsogt
Camacho Collados, Jose
Zhalmakhanov, Ramazan
Dorrance, Adam
Fawzy, Adham
Amar, Elham
Medar, Marti
Chandra, Anand Rishi
Thybo, Jesper Sondergaard
Citak, Selim
Atanasov, Anthony
Noritsyn, Nikolay
Evgeny Romanov
Zwirs, Nico
Ochedzan, Tymon
Stokstad, Petter G.
Alexakis, Georgios
Isaakidis, Alexandros
Ider,B
De Winter, Arthur
Arthur De Winter
Maatman, Nick
Degenbaev, Aziz
Askarov, Bakhtiyar
Plenca,J
Drewitt, John
Katz
Feigin, Movsa
Maccabi CC
Villeneau
Walter, S.
Chajes, Oscar
Silbermann, H.
Book, Eero
Vidal, C.
Rosanov, V.
Dinger, WN.
Perello & allies
Parfenov, E.
Aurbach
Ostrovsky, Alexande
Courtois, Louis
Vasilevsky
Jakob
Blount, T.
Compton Ellis, A.
Goossens, G.
Pires, Augusto Moura
Gillar, J.
Lavelle, H.
Bons
Bogen, E.
Landau, C/Oskam, G
Helling, Karl
Steiner, H.
Flemish CC
Pratten, Wilfred Henry
Butcher, G.
Butcher, F.
Bigwig
Popov, Vladimir1
Rumjancev
Lindberg, T.
Monsky, J.
Gross, M.
Cukierman, J.
Correia Neves, A.
Philippe
Bergqvist & Cederqu
Lancel, Edmond
Vlasak, G.
Shapiro
Ten Kate, Teunis
Lilienstern/Rappoport
Bernstein, O.
Kunerth
Foltys, Jan
Munoz, Andreu
Newton
Junge, Klaus
Sasburg, J.
Menzel
Taube, Arvids
Goncharov/Rubinstei
Galema, HB.
Moran, Pablo
Kaufman, Abram Evgenevich
Pluylaar
Lenglez, Marcel
Prat, J.
Kaufmann, Arthur
Gadjos, J.
Bernstein/Goncharov
Lowenthal & allies
Kussman, A.
Trenkamp, R.
Odhuer, M.
Downman, JY.
Van Zante, J.
Kabatsky, H.
Ohman, Howard
Schweiger
Alpert, M.
Horowitz, Albert Israel
Dolde, H.
Niggli, J.
Yates, Fred Dewhirst
Lupi, Francisco
Pelouse, Fred
Boruchovitz, Nicolas
Lovtsky, M.
Olivera, Alfredo
Baldo
Schroeder, A.
Vajda, Arpad
Tan, G.
Moses, George Wyville
Mugridge, Donald
Wheatcroft, George
Botella, M.
Milner Barry, Philip
Trompowsky, Octavio
Cima, E.
Fahardo
Kahn, Victor
De Aguiar, A.
Reilly, Brian
Tylor, Theodore
Silva Rocha & Charl
Schreiber, Eitan
Loynaz, S.
Van Antwerp, W.
Tot, Bora
Bogoljubov & allies
Michel, Walter
West
West, Arthur George
Wood, Baruch
Schwartz, N.
Herreira
Union Margariniere
Devreeze, Frans
Terrill, Frank H
Pen
Appel
Graber
Antonius, Carlos
Menandez, J.
Sapira, Emmanuel
McClellan/H
Barton Eckett, B.
Morrison, J.
Brown, G.
Jesty, Edmund Tom
Stirling, Florence Hutchison
Gomberg, MB.
Konjovic, N.
Muhring, William
Busto
Enevoldsen, Harald
Frias Gimenez, Antonio
Antwerp
Steiner, Herman
Pereiro, E.
Koutny, Petr
Koene, D.
Boekdrukker, N.
Danczowski, D.
Starr, Nava
Magnusson, Gunnar
Duffo, E.
Chsbd CC
Goncalves, Jorge
Dixon & Rogoveen
Ribeiro, Joao
Pinkus, Albert
Silva da Rocha, A.
Rocha, Antonio
Boettcher, Carl Joh Friedrich
Gonzalez
Strazdins, I.
Bruce, Ronald Mackay
Prooth
Navarro
Mesiroff
Kleinmayer
Milosevic, R.
Baratz, Abraham
McCombie
Inglott, E.
Weber/Allies
Vasiutinsky
Knopfer/Spagnia
And Himlvopen, V.
Kurdjukov, G.
Stupan
Reiner, M.
Stupan, Bogumir
Shields, R.
Fernandez Rua, J.
Konarski
Van Haeften, WJ.
Gale, S.
Rosanov & Simpson
Freeman
Kohn, Stanislaw
Frieman, A.
Clotas
Pedreira
Specker, Ferdinand
Salomon, E.
Gonzalez, Vicente
Tenner, Oscar
Spilberg, S.
Scheffield
Torres Caravaca, Joaquin
Grinberg
Cossio, J.
Goluvsky
Buttenwieser, P.
Bliss, C.
De Klerck
Weld, HA.
Dolivo, S.
Reel, R.
Berman, Alfred
Schwencke, George Willem
Long, R.
Kelley, H.
Rotenstein & Wagner
Palais Royal Club
Krotkin
Levitsky, Stepan
Heath, Christopher Barclay
Pedersen, O.
Horvath, O.
De Agustin, Manuel
Isakov, Konstantin Ivanovic
Van Mindeno, A.
Mindeno, A.
Pineiro
Benitez, M.
Denver, Hans
Siemens Arenillas, M.
Schamach
Aragao, A.
Orofino, A.
Stoppe
De Haan
Casielles, M.
Tselikov, Nikolay
Favoursky, A.
McRery, R.
Flemish Chess Club
Gelbak, Georgy
Ratnovsky/Rosenberg/Shkaff
Rico
Arrais, B.
Ricondo
Forester, M.
Maurer, Eberhard
Gustavsson, R.
Bonet
Blaut/Prils
Salas, D.
Van 't Veer, Paul
Borochow, H.
Rohacek, Ivan
Meck, K.
Alves de Aguiar
Lindgren, Carl
Zollner
Gallego & Garca
Kiss, F.
Lopo, S.
Rosenthal & Wallach
Steinberger
Creuz, Eugen
Kubbel, Leonid
Poindle
Graham
Watson, Alan L
Sorokin
Burdge, Harold
Fuentes, Juan Manuel
Freixas
Reynvaan & Van Merk
Verschueren, Edouard
Geil, J.
Anderson
Cruz, A.
Sharp, Sydney T
Lear
Sandberg, A.
Rubtsov, N.
Tackels, Andre
Barth
Krespi
Boersma, G.
Kraetzschmar, Martin
Vasic, Z.
Klopotovsky
Ozols, Karlis
Pavlov
Gutkevitsch
Bosscha, G.
Asgeirsson, Asmundur
Lamerat
Elachic
Williams
Macias
Malmberg, G.
Bowie Smith, F.
Csillag
Unamuno
Diesel
Sanchez
Kukovec, Borut
Cartier & Marechal
Potemkin, P.
Blewanus, A.
Del Ponte, Guillermo
Moreno Ramos, F.
Henricson, R.
Drewitt, John Arthur James
Factor & Ellison
Beihoff, George J
Fenoglio, Virgilio
Carlsson, H.
Gromer & Lardizabal
Rellstab, Ludwig Sr
Ramsey, RH.
Prestes, A.
Princeton Univ
Wuerffel, Felix
Brackett, QA.
Lynch/Villegas
Higgins, E.
Young, John Welsh
Vidigal, LE.
Bellevue Hospital CC
Baum
Erdel
Koneijnenberg
Watson, Charles
Stearns, Elliott E
Gotay, Alfredo P
Gerwig, AH.
Sanchez Laredo, E.
Cancio, M.
Montiel, F.
Soanes, Victor James
Friedmann, I.
Montero, H.
Lopez, A.
Bermingham
Israel, Alfredo
Isaacson
Hughes, WL.
Yonker, R.
Haussmann, CF.
Ballou, Sidney Miller
Malowan, W.
Molina/Ruiz
Woodbury, William Nicoll
Callejo
Commercial, HS.
Eastman, George
Barroso
Miranda, E.
Siegmann
Reid, CH.
Cohen, Samuel S
Schenk, Hans Georg
Sorzano & Bou & Vel
Totten
Newark Evening News
Jayne, FN.
Harvard Univ
Bucelo & allies
Rice CC
Dake, Arthur William
Gracie, Sq CC
Croft, WA.
Olson, Karl
Circulo Militar
Soler
Columbia Univ
Uguet & Dominguez &
Adler, R.
Tylor, Theodore Henry
Sorokin, N.
Sharov, P.
Laurentiev, B.
Timofeev, N.
Vilner, Yakov S
Begunov, N.
Schebarschin, M.
Chekhover, Vitaly
Goldberg, Grigory
Zverev, J.
Breitman, V.
Muchin, Mikhail
Folga, I.
Makhlin, A.
Kalinin
Petrov, V.
Belavenets, Sergey
Gerstenfeld, Eduard
Sajtar, Jaroslav
Kamyshov, Mikhail
Gorenstein, Rafail
Morgulev
Piatnitsky, R.
Gaiwevsky, V.
Zaslavsky, I.
Barshauskas, Vitautas
Kevitz, Alexander
Pedroso, Arquimedes G Jr
Prieto Azuar, Francisco
Bucelo, A.
Fernandez, PR.
Podger, Charles Vincent
Siero, M.
Szapiro, Marek
Cohen, Michael E
Fitzgerald, V.
Gelabert, J.
Fiocati
Adams, Edward Beckley
Duhalt, O.
Lluis, R.
Mandleberg, JH.
Parley, N.
Davis, AB.
Coll, M.
Baca Arus, J.
Anonimo, J.
Schlage, Willi
Tipal, D.
Milnes, BF.
Fridezky
Nielsen, Vilhelm
Labatt/Moise
Marin y Llovet, Valentin
Adriaanse, Tom
Chatham CC
Wegemund, Hubert
Williams, LT.
Cukferman, M.
Marshall CC
Davidson & allies
Binghamton CC
CCLA
Spero, Irving
Soto Larrea, Manuel
Stoewhaas
Rudnik
Mandrila, K.
Makarczyk, Kazimierz
Van der Gucht, J.
Dolde, HL.
Wolff
Staten Island CC
Voigt, Hermann G
Autran
Leede/Korkus
Donaldson, F.
Graham, WF.
Dummitratschko, P.
Rogues, R.
Privonitz, Arthur Hermann
Frere, Walter
Germann & Miller &
Guillen, T.
Kapp, Hilmer
Lewis, John A
Duenhaupt, Heinz-Wilhelm Dr
Kolscher, Max
Park Avenue CC
Rada, KJ.
Brooke, HL.
Vargas, J.
Atkins, Michael
Hadland, GH.
Wolff, Christoph O
Judson, CA.
Wamsley, GR.
Fink, Adolf Jay
Rutherford, WW.
Tauber/Aurbach
Bray, T.
Zirn, Harry
Villegas, B.
Stahr, JM.
Kaufman
Tarasov, P.
Prokofiev, Sergey
Brunnemer, John W
Labatt/Connor
Gaye, A.
Borochow, Harry
Barnett, Richard Whieldon
Bushwick, HS.
Croll, A.
Hoffman
Jarmann, GW.
Wolfson, M.
Labatt/Buck
Llusa
Castillo, Jose C
Masyutin
Buela Taborda, A.
Vilaro
Allen, W J
Bernstein, Sidney
White, JH.
Rodriguez Carnero, A.
Mattison, A.
Glicco
Kofman, Rafael Moiseevich
Zesati, RF.
Burezza, S.
Palacio, CA.
Ellison
Meylan, A.
Radcliffe/Gallett
West Side YMCA
Leise, AT.
Santasiere, Anthony
Quesada, JA.
Katz, Stewart
Souza Campos, A.
Holbein, E.
Taverne
Barrett, Herbert M
Allnutt, WE.
Ratner, Boris
Cintron, Rafael
Vianna, A.
Patzlee
Michelsen, Einar
Steifer, M.
Schrader, Edward
Failing, WH.
Spinhoven, Freek
Michelsen
Diario de La Marina
Karff, Mona M
Evans, HB.
Holsatia CC
Stuart, D.
Weeekhauken CC
Selover, BC.
Watts, William Henry
Ward, WM.
Wolfe, Renee
Bock, H.
Baturinsky, Victor
Benyon, F.
Beynon, Frank Percival
Ribera
Ruiz, S.
Davidson
Bensinger, ES.
Izurzu, LL.
Coombs, W.
Walker, RCJ.
Pape, Edouard
Wimsatt, WK.
Wreford Brown, C.
Rasmussen
Rojas & Borman & Ei
Shoyer, AF.
Corzo & Blanco & Po
Klang, A.
Aalhuizen, PC.
Van Hoek, JG.
Escher, D.
Downey, A.
Hahlbohm, Herman H
Grieg, EA.
Gans, Louis
McGuire, M.
Schleifer, Meyer
Schneck, E.
Chambers, HE.
Beckman, AH.
Kruger & Hall
Krueger/Hall
Miller, J.
Seidl, T.
Beun, P.
Chase, A.
Pomerantz, J.
Carter, TA.
Maddock, ES.
Roberts, CW.
Molina
Brooks, Edwin Joseph
Palacio, AC.
Rafferty & Sharp &
Villegas/Carranza
Natali, Peter
Crossland, C.
Gonzalez Romo, B.
Howland, SW.
Friedenberg, R.
Schwarz, Alfred
Peraza, CG.
Camacho, HH.
Corzo, Enrique
Corzo, E
Andersson, Erik
Spear
Eschevarria, C.
Ciga, R.
Kunkel, HF.
Campbell, LH.
Wainwright, George Edward Sr
Kelly, Terry
Jover Torregrosa, Jorge
Brooklyn Institute CC
Schiffman
Amado, I.
Cole, WG.
Miotkowski, S.
Pratt
Adams, E.
Gross, O.
Maloy, Mickey
West Point Academy
Grant, F.
Hardy, WE.
Elliott
Hamilton, RD.
Blake, Joseph
White, JW.
Grondijs, H.
Dunsany, Lord
Amphlett, EM.
Muller, JC.
Kagan/NN
Dale, E.
Piazzini, Luis
Seguin, AW.
Meyer, Leonhard B
Pulvermacher, Albert
Zabinskij, J.
Kalske, U.
Davidowsky, D.
Salwe & Aronson & G
Augustus, E.
Jameson, AJ.
Helms, Hermann
Birch, J.
McCudden, L.
Selman, John
Reeve, E.
Sun Club
Claret, Tournier
Sutcliffe, M.
Ward
Averill, G.
Germann, Theodor
King
Stacy, FN.
Empire City CC
Penteado, E.
Zambelly, K.
Whitaker, ET.
Piccardt, CH.
Panov, Vasily
Sergeant, Philip Walsingham
Emery, A.
Lasker, Edward
DeMoraes, C & Netto
Ladderites CC
McCormick, James
Fonaroff, Marc
Arnold, T.
Tholfsen, Erling
Rosenthal, Jacob
Pomeroy, DW.
Tozer, A.
Budowsk
Davidson & Ferguson
Hernandez Gonz, P.
Matisons, Hermanis
Demarest, HS.
Pettengill, SB.
Thomas, AC.
Bashkirov, Mikhail
Laferriere
Marceau, MP.
Blanco, Jose
Blanco Jimenez, Juan Antonio
Liebenstein, H.
Bland, Wilfred
Rakowitz, B.
Franklyn, Gibson
Schrader, Edward Friederich
Murdock, Walter L
Spencer, RJ.
Gelly, Miguel Angel
Bierwirth, AH.
Perkins
Broch
Shutes, WJ.
Barkuloo, Dare D
Pardo, R.
Baudet, Pierre Joseph Henri
Cohen, Aron
Tuckerman, LB.
Redding, JD.
Tinsley, Edward Samuel
Weisfelt, SW.
Dunkelsbuhler, FS.
Wolbrecht, George H
Northrup, George P
Celorio
Gonzalez Manchon, Juan Miguel
Guimera, Roger
Grommer
Gillespie
Hallwegen, G.
Benzinger, Josef
Allen, B.
Moldauer, Norbert
Sraat
Wolthuis, Wim
Tordion, Serge
De Lange, Daan
Van Mindeno, S B
Speijer, Abraham
Von Hoorn
Stoltz, G.
Spinhoven, FA
Nielsen, Julius
Kroone
Spaans
Van den Tol, Theo
Kersten
Kersten, J L
Spanjaard
Wertheim, Willem F
Haahr, Thorkild
Van den Hoek, Arnold
Dorner, C.
Kordts, Hans
Sultan Khan, Mir
Garcia Conde, Adrian
List, Paul M (Dr)
Muilwijk, Jaap
Richter, Kurt P
Plukker
Carsten
Spencer, Edmund
Dykstra
Van der Camp
Versfeld, L.
Platz, J.
Vlagsma, Chris
Van Oosterwijk Bruyn, Jaap J
Fick, Louis
Holloway, Edith Martha
Meijer, Reurt
Baay, Jacob
Rueb, Alexander
Van Gelder, Bart
Boedyn
Filep, G.
Castaldi, Vincenzo
Willems
Muller, WCAL.
Wiegman, R.
Lohr
Fick, William
Wertheim, Johan Hendrik
Steiner, Lajos
Wijnans, Arthur
Shapkin
Razov
Gemzoe, Jacob
Petersen, Strange
Paulsen
Lie, Niels
Giersing, Johannes H
Kier, Aage
Lystad, Martin
Kudrjawzew & Landau
Malmstrom, Gustaf
Pritzel, ACM.
Enevoldsen, Jens &
Teltscher, Fr
Satzinger, Karl Felix
Stang, Hans
Giese, Ernests
Duras, Oldrich
Nielsen, V.
Jokstad
Hansen, Murillo
Henriksen, Th
Hilse, Wilhelm H
Betins, Karlis
Schalit
Elison, R.
Hakansson, Arthur
Andersen
Wingefeld, Max
Fluss, G.
Owen
Carlos Torre Repetto
Elstner, Rudolf
Ebralidze, Arkhil
Kakiashvili, Rafael
Petrovsky
Tsintsadze
Rudakov
Oganesian
Kalashian, Loris
Chachua
Lebedev
Agababian, Naira
Glotov, V.
Lavrov, Andrei
Korolkov
Tripolitov, Zhuk
Oltetsian
Soboliev
Amirkhanov, Rinat
Dzaparidze, David
Kopelevich
Nersesov
Tarsaidze
Manoian
Smorodsky, Andrei
Zeinalli
Davril, M.
Exner, Victor
Eichorn, V.
Brody, Miklos
Seleznev, Peter
Wolf, Andre
Swiderski, R.
Wiedemann, Jakob
Heydecker/Theilheimer
Nuoveau/Ungliano
Newman, Charles John
Abbott, James
Filatov
Barron, PT.
Borgman
Minuth
Bowles, HL.
Voelkel
Magyar, J.
L'Hommede, GA.
Silberberg, G/Friedlaender, AL
Brochier
Edelheim, Albert
Hesse, Ludwig Otto
Baratinsky
Lewin, P.
Keller, Adolf
Riezler
Morgan, Mordecai
Dittmann
Lederer, M.
John, Walter
DuBois
Kuerschner, Arthur
Semenow, A.
Seidenberg, Johann Andreas
Jamont, V.
Neumann, Augustin
Mayer, G.
Abrell, Martin/Goebel
Moll
Dyckhoff, Eduard
Madsen, C.
Pauly
Schmidt, C.
Buz, Richard
Donde, A.
Bushe
Herzfeld, D.
Sattler
Behnisch, MV.
Krohl
Seignoret, R.
Edwards, WH.
Fahrni, Hans
Leech, TF.
Urusov, F.
Guittet Schlienger
Epstein, Ludwig
Smith
Friedberger
Martin
Howell
Sonnenschein, M.
Medvedkov, N.
Schauer, A.
Frank, H.
Wehner
DuManoir
Phillips, Charles W
Uebelhoer, D.
Auerbach
Morris, S.
Busse
Nauhaus
Rhoads, JH.
JA
Popov, A.
Hamilton, RG.
Umanov, V.
Jacquish, LC.
Plesch, Gustav
Ruiz
Kohn, AD.
Wallerstein
Fall, Siegf
Kirchner
Lissek jr
Dinesman
Matusevich, V.
Englund, Fritz
Oberhauser, Franz
Cohn
Seleznev, Paul
Cherniavsky, B.
Lewitt, Moritz
Permiakov, P.
Bampton, Samuel
Fiebig
Fiebig, Paul
Von Bardeleben, Curt
Liebenstein, Hermann
Thadee
Kunstmann, Julius
Lange, Max1
Piotrowski, O.
Dunbar, WO.
Kasparovich
Gebuehr, Julius Rudolf Jr
Dickson
Davydov, L.
Gloeckner
Marshall, FJ/Johnston, S
Wilcox, CO.
Chapman & Brooke
Humbert, Patrick
Robinson, David Stuart
Ferris, William Jacob
Aleksandrov, NA.
Kerwel
Reinwald
Rossiter, CA.
Chaseray, Charles Emile
Mertens, Gustav
Nebermann
Hill, WE.
Kempner Hochstaed, Max
Davis, AB jr
Samokhotsky
Recash, M.
Kamysom, P.
Zagorjansky
Avshalumov, A.
Staruchin
Zachodiakin
Weldon, Charles
Strelkov, M.
Zilber, Israel
Kalabar, Sadi
Vecsey/Zabodrocky
Vogel
Allander, Johan
Ystad CC
Fajarowicz, Emanuel
Kock, Ernst
Stockholm CC
Satzinger, Carl
Kiffmeyer, Constanz
Meulders, Richard
Smith, Ivor B N
Green, Ewen M
Held, Paul
Castro, Oscar Hernandez
Perkins, Alan H
Juhnke, Jurgen
Nehmert, Ulrich
Segaar, M.
Olsson, Ake
Fradkin, Anton
Alexeev, A.
Bakulin, Nikolac I
Keres/Prins
Conings, J.
Chanov
Van der Graaf, B.
Roessel, F.
Soderborg, Berndt
Nilsson, Zandor
Koifman, Ilya I
Hendrikx, Marc
Schimmel, E.
Molchadsky
Faase, Rob
Sarink, Henk B
Kort
Goris, N.
Grob, H.
Keres & Prins
Molman, D.
Westra, Roelof D
Patzl, Karl
Simagin
Ezhek, J.
Navarovszky, Laszlo
Levin, A.
Kinzel, Alfred
Ryts, J.
Holderried, K.
Khodos, German
Akhianovsky, V.
Teschner, Rudolf
Abdraimanov, K.
Veid, R.
Scherbakov, L.
Baranov, Boris
Kohan, Jaime
Figueroa, E.
Schoeneberg, Manfred
Garcia, J.
Saadi, Julio C
Ramadan, Maximo
Martin, Edward
Le Guen
Rico Gonzalez, Antonio
Martin, E.
Van Donk, Henk
Le Guen, Jean-Pierre
Orbaan, Constant
De Jong, W.
Mueller Breil, Paul
Pedersen, E.
Napolitano, M.
Nestler, Vincenzo
Barda, Olaf
Van Oosterwijk, Bru
Heidenfeld, Wolfgang
Johner
Goodman, John Bertram
Shainswit, George
Bruce, Ronald MacKay
Dahm, J.
Riehl, J.
Scheltinga
Vaganian
Patteson, B.
Brieger, Robert Sinclair
Ornithopoulos, Nikolaos
Jones, B.
Bone, C.
Dudley, B.
Kelley, J.
Witte, Volker, Dr.
Hatwell
Jacobs, S.
Sullivan, J.
Blackstone, John
La Pierre Ballard
Limoh, L.
Nievergelt, Erwin
Benson Abraham
Kampars, N.
Moffitt, S.
Hale, K.
Wilkerson, M.
Kane, George Francis
Lynch
Wagenhals, W.
Nuchod, J.
Harris, W.
Staight, G.
Michalopoulos
Burger, Robert
Smith, G.
Witeczek, J.
Cunningham, T.
Ermidis, N.
Manter, L.
Chaney, K.
Longcobe, E.
Crown, S.
Bell, C.
Walker, Rohan
Johannsson, I.
Heising, C.
Hurttlen, N.
Hains, W.
Panzer, F.
Sugerman, P.
Boatner
Peil
Lococo, A.
Sax, B.
Garwin, C.
Rouse
Burger, K.
Grunberg, F.
Gould, D.
Chalker, R.
Schmid, A.
Wolf, P.
Kral
Kral, G.
Diebert, G.
Bone, E.
